asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV02007	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	hygrophilum
ASV02008	Fungi	Ascomycota					
ASV02013	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	anatolicum
ASV02014	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
ASV02015	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Dothidotthia	negundinicola
ASV02016	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	pulchella
ASV02017	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	pulchella
ASV02019	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV02021	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	lamiacearum
ASV02022	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	sanguinea
ASV02024	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV02026	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV02027	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV02028	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Saksenaea	vasiformis
ASV02029	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV02030	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02031	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02034	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02035	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	puniceus
ASV02037	Fungi	Rozellomycota					
ASV02038	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	oryzae
ASV02043	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02048	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV02049	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothiora	
ASV02051	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae		
ASV02052	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	brasilianum
ASV02053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	nigrobrunneus
ASV02055	Fungi	Ascomycota					
ASV02057	Fungi	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	
ASV02058	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	iranica
ASV02061	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	
ASV02064	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	amoeboidea
ASV02067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	
ASV02070	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Basidioascus	
ASV02071	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV02073	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	cecidicola
ASV02074	Fungi	Glomeromycota	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	
ASV02076	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	persica
ASV02078	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae		
ASV02080	Fungi	Ascomycota					
ASV02082	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	artemisiae
ASV02085	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02087	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV02089	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV02090	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Calyptella	gibbosa
ASV02097	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	columnaris
ASV02100	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV02101	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV02103	Fungi	Basidiomycota					
ASV02107	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02108	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	echinulata
ASV02111	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	reticulatus
ASV02112	Fungi	Basidiomycota	Agaricomycetes	Geastrales			
ASV02113	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Montagnea	arenaria
ASV02114	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	cessans
ASV02116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV02117	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	
ASV02119	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV02120	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	pinophilus
ASV02121	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales			
ASV02125	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV02126	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
ASV02127	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	pullulans
ASV02128	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus	hebridensis
ASV02130	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV02134	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	circinelloides
ASV02136	Fungi	Basidiomycota	Cystobasidiomycetes				
ASV02137	Fungi	Ascomycota	Orbiliomycetes	Orbiliales			
ASV02140	Fungi						
ASV02143	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	
ASV02145	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV02146	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02147	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	hungarica
ASV02148	Fungi						
ASV02149	Fungi						
ASV02151	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	irregularis
ASV02153	Fungi						
ASV02155	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	rosae
ASV02156	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	pyriformis
ASV02158	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	eryngii
ASV02164	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
ASV02165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02168	Fungi	Basidiomycota	Tremellomycetes	Tremellales		Sirobasidium	
ASV02171	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	citrinum
ASV02172	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV02173	Fungi	Ascomycota	Dothideomycetes			Halokirschsteiniothelia	
ASV02174	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	luteus
ASV02183	Fungi	Ascomycota					
ASV02184	Fungi						
ASV02185	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	chernovii
ASV02186	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	
ASV02187	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
ASV02189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	sclerotioides
ASV02190	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV02191	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Inopinatum	lactosum
ASV02194	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV02195	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV02196	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	raffinophilum
ASV02198	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV02199	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudocoleophoma	
ASV02200	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Stolonocarpus	
ASV02203	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae		
ASV02206	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	similis
ASV02208	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ruber
ASV02211	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	spirale
ASV02214	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	
ASV02216	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae		
ASV02221	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	
ASV02224	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
ASV02228	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV02229	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	giovanellae
ASV02230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV02231	Fungi	Ascomycota					
ASV02233	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	lamiacearum
ASV02235	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	mandshurica
ASV02237	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
ASV02240	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	chlamydocopiosa
ASV02241	Fungi	Basidiomycota	Agaricomycetes	Geastrales			
ASV02243	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	
ASV02244	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	mediterraneum
ASV02245	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	
ASV02247	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	
ASV02252	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bulbithecium	ammophilae
ASV02256	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV02260	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	
ASV02262	Fungi						
ASV02263	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	echinulata
ASV02264	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV02266	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	cannabis
ASV02267	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	
ASV02271	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV02274	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV02275	Fungi	Basidiomycota	Agaricomycetes	Corticiales			
ASV02280	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV02284	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	vitalbina
ASV02287	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Ciborinia	
ASV02288	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	
ASV02289	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	hirta
ASV02290	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Lasiobolus	
ASV02291	Fungi						
ASV02293	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02294	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	dunensis
ASV02296	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
ASV02301	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV02304	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
ASV02306	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	longisporopsis
ASV02307	Fungi	Blastocladiomycota					
ASV02309	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	michiganense
ASV02310	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Gerronema	
ASV02312	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV02313	Fungi	Ascomycota	Dothideomycetes			Pseudoarthrographis	
ASV02314	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	pulchella
ASV02315	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
ASV02317	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	polonicum
ASV02318	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	
ASV02325	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV02326	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	
ASV02327	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Thermoascus	aurantiacus
ASV02328	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV02329	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	
ASV02333	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	similis
ASV02334	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV02335	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	
ASV02339	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	circinelloides
ASV02341	Fungi	Ascomycota	Orbiliomycetes	Orbiliales			
ASV02343	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae		
ASV02345	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV02349	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV02352	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	irregularis
ASV02353	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	cinerea
ASV02356	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV02358	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV02359	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Coriolopsis	trogii
ASV02360	Fungi						
ASV02362	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV02365	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV02366	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae		
ASV02369	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	creatinivorum
ASV02370	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	pyriformis
ASV02372	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
ASV02377	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	promontorii
ASV02380	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Jeremyomyces	labinae
ASV02381	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Golovinomyces	artemisiae
ASV02383	Fungi	Ascomycota					
ASV02384	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	
ASV02386	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	spirale
ASV02388	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	ritchiei
ASV02389	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	
ASV02390	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae		
ASV02391	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV02394	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Neopseudocercosporella	
ASV02396	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV02397	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	alpina
ASV02398	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
ASV02400	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	
ASV02401	Fungi	Glomeromycota					
ASV02402	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV02406	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
ASV02408	Fungi	Ascomycota					
ASV02409	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Pseudosperma	
ASV02411	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	citrigriseum
ASV02413	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV02415	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	penicillioides
ASV02416	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Strelitziana	sarbhoyi
ASV02417	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV02418	Fungi	Ascomycota					
ASV02419	Fungi	Ascomycota					
ASV02421	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02422	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	
ASV02432	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae		
ASV02433	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV02438	Fungi						
ASV02440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	
ASV02441	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	
ASV02442	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02444	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02446	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	
ASV02448	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	
ASV02454	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Calyptella	capula
ASV02461	Fungi	Rozellomycota					
ASV02462	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae		
ASV02463	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	vermiculati
ASV02465	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02469	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV02471	Fungi	Glomeromycota	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	drummondii
ASV02473	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	simulans
ASV02474	Fungi	Mucoromycota	Mucoromycetes	Mucorales			
ASV02476	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	longirostris
ASV02478	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	delbrueckii
ASV02480	Fungi	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Leptodiscella	africana
ASV02481	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Chaetocapnodium	philippinense
ASV02482	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	arrhizus
ASV02483	Fungi	Ascomycota	Dothideomycetes	Myriangiales			
ASV02484	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV02485	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Candida	sake
ASV02487	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	floriforme
ASV02490	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV02492	Fungi	Chytridiomycota	GS13				
ASV02494	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV02496	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae		
ASV02497	Fungi	Ascomycota					
ASV02499	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV02501	Fungi						
ASV02502	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongatula
ASV02503	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	chlamydosporigena
ASV02504	Fungi	Ascomycota	Dothideomycetes	Venturiales	Cylindrosympodiaceae	Cylindrosympodium	
ASV02508	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	xanthothrix
ASV02511	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Montagnea	arenaria
ASV02515	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV02516	Fungi						
ASV02517	Fungi	Ascomycota					
ASV02519	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	echinulata
ASV02523	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	rosae
ASV02524	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae		
ASV02525	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV02526	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV02527	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	
ASV02531	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	utahensis
ASV02532	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	watticus
ASV02533	Fungi						
ASV02534	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	spirale
ASV02535	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Halteromyces	radiatus
ASV02536	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV02539	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	brachylaenae
ASV02545	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV02550	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV02552	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	sporulosa
ASV02553	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	hygrophilum
ASV02554	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV02557	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV02561	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Waltergamsia	citrina
ASV02563	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	infirmominiatum
ASV02564	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	rishikesha
ASV02571	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	
ASV02575	Fungi	Ascomycota				Triscelophorus	
ASV02580	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	
ASV02581	Fungi	Ascomycota	Sordariomycetes	Microascales	Graphiaceae	Graphium	basitruncatum
ASV02583	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
ASV02585	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae		
ASV02587	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae		
ASV02588	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Wiesneriomycetaceae	Spissiomyces	ramosus
ASV02590	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Dothidotthia	symphoricarpi
ASV02591	Fungi	Ascomycota	Dothideomycetes	Myriangiales			
ASV02592	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Monoseptella	rosae
ASV02593	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta
ASV02595	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV02597	Fungi	Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae		
ASV02598	Fungi						
