asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV03250	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	
ASV03253	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
ASV03254	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Halteromyces	radiatus
ASV03258	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Astragalicola	amorpha
ASV03259	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Candida	saitoana
ASV03261	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongatula
ASV03262	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV03267	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	prosopidis
ASV03268	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	hungaricum
ASV03270	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV03272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	pye
ASV03275	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	occultum
ASV03279	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	candidum
ASV03282	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bulbithecium	truncatum
ASV03285	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	barkeri
ASV03286	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Stolonocarpus	
ASV03288	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	
ASV03289	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	grylli
ASV03293	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	yunnanensis
ASV03294	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	asahii
