sample	ASV00001	ASV00003	ASV00004	ASV00005	ASV00007	ASV00008	ASV00009	ASV00010	ASV00011	ASV00012	ASV00013	ASV00014	ASV00016	ASV00020	ASV00021	ASV00023	ASV00025	ASV00027	ASV00028	ASV00029	ASV00030	ASV00032	ASV00033	ASV00034	ASV00035	ASV00036	ASV00038	ASV00040	ASV00041	ASV00042	ASV00043	ASV00044	ASV00045	ASV00046	ASV00047	ASV00048	ASV00049	ASV00050	ASV00051	ASV00052	ASV00054	ASV00055	ASV00056	ASV00057	ASV00058	ASV00060	ASV00061	ASV00062	ASV00063	ASV00064	ASV00065	ASV00066	ASV00067	ASV00070	ASV00071	ASV00072	ASV00073	ASV00074	ASV00075	ASV00078	ASV00079	ASV00080	ASV00081	ASV00082	ASV00083	ASV00084	ASV00085	ASV00087	ASV00091	ASV00092	ASV00093	ASV00094	ASV00095	ASV00097	ASV00098	ASV00100	ASV00101	ASV00103	ASV00104	ASV00105	ASV00106	ASV00108	ASV00109	ASV00111	ASV00112	ASV00113	ASV00114	ASV00115	ASV00116	ASV00117	ASV00119	ASV00120	ASV00121	ASV00122	ASV00124	ASV00127	ASV00128	ASV00130	ASV00131	ASV00133	ASV00134	ASV00135	ASV00136	ASV00137	ASV00138	ASV00139	ASV00140	ASV00141	ASV00142	ASV00143	ASV00144	ASV00145	ASV00146	ASV00147	ASV00148	ASV00149	ASV00150	ASV00151	ASV00152	ASV00153	ASV00154	ASV00155	ASV00156	ASV00158	ASV00159	ASV00160	ASV00161	ASV00162	ASV00163	ASV00164	ASV00165	ASV00168	ASV00169	ASV00170	ASV00171	ASV00172	ASV00174	ASV00176	ASV00177	ASV00178	ASV00179	ASV00180	ASV00181	ASV00182	ASV00184	ASV00187	ASV00188	ASV00189	ASV00190	ASV00191	ASV00192	ASV00193	ASV00194	ASV00195	ASV00196	ASV00197	ASV00198	ASV00199	ASV00200	ASV00201	ASV00203	ASV00204	ASV00205	ASV00206	ASV00208	ASV00210	ASV00211	ASV00212	ASV00213	ASV00214	ASV00215	ASV00216	ASV00217	ASV00218	ASV00220	ASV00221	ASV00222	ASV00223	ASV00224	ASV00225	ASV00226	ASV00227	ASV00228	ASV00229	ASV00231	ASV00232	ASV00234	ASV00235	ASV00236	ASV00237	ASV00238	ASV00239	ASV00240	ASV00242	ASV00243	ASV00244	ASV00245	ASV00246	ASV00247	ASV00249	ASV00250	ASV00251	ASV00252	ASV00254	ASV00255	ASV00256	ASV00257	ASV00259	ASV00260	ASV00261	ASV00262	ASV00263	ASV00264	ASV00265	ASV00266	ASV00267	ASV00268	ASV00269	ASV00270	ASV00272	ASV00273	ASV00274	ASV00275	ASV00277	ASV00278	ASV00279	ASV00280	ASV00281	ASV00282	ASV00283	ASV00284	ASV00285	ASV00286	ASV00287	ASV00289	ASV00293	ASV00294	ASV00295	ASV00297	ASV00298	ASV00299	ASV00300	ASV00301	ASV00302	ASV00304	ASV00305	ASV00306	ASV00307	ASV00308	ASV00309	ASV00311	ASV00312	ASV00313	ASV00314	ASV00315	ASV00316	ASV00317	ASV00318	ASV00319	ASV00320	ASV00321	ASV00322	ASV00323	ASV00324	ASV00325	ASV00326	ASV00327	ASV00328	ASV00329	ASV00330	ASV00331	ASV00332	ASV00333	ASV00334	ASV00335	ASV00337	ASV00338	ASV00340	ASV00341	ASV00342	ASV00343	ASV00344	ASV00345	ASV00346	ASV00347	ASV00348	ASV00349	ASV00350	ASV00351	ASV00352	ASV00354	ASV00355	ASV00357	ASV00358	ASV00359	ASV00360	ASV00361	ASV00362	ASV00363	ASV00364	ASV00365	ASV00367	ASV00368	ASV00369	ASV00370	ASV00371	ASV00372	ASV00373	ASV00375	ASV00376	ASV00377	ASV00379	ASV00380	ASV00381	ASV00383	ASV00384	ASV00385	ASV00386	ASV00387	ASV00388	ASV00389	ASV00390	ASV00391	ASV00392	ASV00393	ASV00394	ASV00396	ASV00397	ASV00398	ASV00399	ASV00400	ASV00401	ASV00403	ASV00405	ASV00406	ASV00407	ASV00408	ASV00410	ASV00411	ASV00412	ASV00413	ASV00415	ASV00416	ASV00417	ASV00418	ASV00420	ASV00421	ASV00422	ASV00423	ASV00424	ASV00425	ASV00426	ASV00427	ASV00428	ASV00429	ASV00430	ASV00431	ASV00432	ASV00435	ASV00436	ASV00437	ASV00438	ASV00439	ASV00440	ASV00441	ASV00442	ASV00443	ASV00444	ASV00445	ASV00446	ASV00447	ASV00449	ASV00451	ASV00452	ASV00453	ASV00455	ASV00456	ASV00457	ASV00458	ASV00459	ASV00460	ASV00461	ASV00462	ASV00463	ASV00464	ASV00465	ASV00466	ASV00469	ASV00470	ASV00471	ASV00473	ASV00474	ASV00475	ASV00476	ASV00477	ASV00478	ASV00479	ASV00481	ASV00482	ASV00483	ASV00485	ASV00486	ASV00487	ASV00488	ASV00490	ASV00491	ASV00492	ASV00493	ASV00494	ASV00495	ASV00496	ASV00497	ASV00498	ASV00499	ASV00502	ASV00505	ASV00506	ASV00507	ASV00509	ASV00510	ASV00511	ASV00512	ASV00518	ASV00519	ASV00525	ASV00526	ASV00527	ASV00528	ASV00529	ASV00530	ASV00531	ASV00533	ASV00535	ASV00536	ASV00537	ASV00538	ASV00540	ASV00541	ASV00542	ASV00545	ASV00547	ASV00548	ASV00550	ASV00552	ASV00554	ASV00555	ASV00556	ASV00558	ASV00560	ASV00561	ASV00562	ASV00563	ASV00565	ASV00570	ASV00572	ASV00575	ASV00576	ASV00578	ASV00579	ASV00581	ASV00582	ASV00584	ASV00585	ASV00588	ASV00589	ASV00593	ASV00594	ASV00595	ASV00598	ASV00600	ASV00601	ASV00605	ASV00606	ASV00608	ASV00611	ASV00612	ASV00613	ASV00614	ASV00615	ASV00616	ASV00619	ASV00623	ASV00624	ASV00627	ASV00630	ASV00632	ASV00633	ASV00634	ASV00635	ASV00638	ASV00641	ASV00644	ASV00646	ASV00647	ASV00649	ASV00650	ASV00653	ASV00654	ASV00655	ASV00658	ASV00659	ASV00662	ASV00666	ASV00667	ASV00670	ASV00671	ASV00673	ASV00675	ASV00676	ASV00677	ASV00678	ASV00682	ASV00683	ASV00685	ASV00686	ASV00687	ASV00689	ASV00695	ASV00697	ASV00698	ASV00700	ASV00703	ASV00707	ASV00708	ASV00709	ASV00710	ASV00712	ASV00713	ASV00714	ASV00716	ASV00717	ASV00719	ASV00721	ASV00722	ASV00725	ASV00730	ASV00731	ASV00734	ASV00735	ASV00739	ASV00740	ASV00743	ASV00744	ASV00746	ASV00747	ASV00749	ASV00750	ASV00755	ASV00756	ASV00757	ASV00759	ASV00761	ASV00762	ASV00763	ASV00766	ASV00768	ASV00772	ASV00776	ASV00777	ASV00779	ASV00784	ASV00787	ASV00789	ASV00790	ASV00791	ASV00792	ASV00796	ASV00797	ASV00801	ASV00802	ASV00805	ASV00806	ASV00807	ASV00808	ASV00810	ASV00813	ASV00814	ASV00818	ASV00819	ASV00820	ASV00822	ASV00826	ASV00831	ASV00832	ASV00835	ASV00836	ASV00839	ASV00841	ASV00843	ASV00846	ASV00847	ASV00849	ASV00850	ASV00856	ASV00860	ASV00861	ASV00863	ASV00865	ASV00867	ASV00870	ASV00873	ASV00874	ASV00876	ASV00882	ASV00886	ASV00887	ASV00888	ASV00890	ASV00892	ASV00893	ASV00895	ASV00896	ASV00897	ASV00901	ASV00906	ASV00907	ASV00908	ASV00909	ASV00911	ASV00912	ASV00914	ASV00917	ASV00918	ASV00922	ASV00928	ASV00929	ASV00932	ASV00933	ASV00934	ASV00939	ASV00942	ASV00949	ASV00950	ASV00951	ASV00952	ASV00953	ASV00954	ASV00956	ASV00958	ASV00960	ASV00961	ASV00962	ASV00963	ASV00964	ASV00967	ASV00968	ASV00970	ASV00973	ASV00975	ASV00976	ASV00977	ASV00979	ASV00981	ASV00984	ASV00985	ASV00988	ASV00989	ASV00990	ASV00992	ASV00995	ASV00996	ASV00997	ASV00998	ASV01001	ASV01002	ASV01004	ASV01005	ASV01009	ASV01010	ASV01015	ASV01016	ASV01021	ASV01022	ASV01024	ASV01025	ASV01027	ASV01028	ASV01029	ASV01030	ASV01032	ASV01033	ASV01034	ASV01035	ASV01036	ASV01037	ASV01038	ASV01043	ASV01044	ASV01046	ASV01047	ASV01048	ASV01050	ASV01051	ASV01052	ASV01054	ASV01055	ASV01056	ASV01058	ASV01062	ASV01065	ASV01066	ASV01075	ASV01077	ASV01078	ASV01079	ASV01080	ASV01081	ASV01083	ASV01084	ASV01087	ASV01090	ASV01091	ASV01092	ASV01094	ASV01096	ASV01099	ASV01100	ASV01104	ASV01106	ASV01108	ASV01111	ASV01113	ASV01114	ASV01115	ASV01116	ASV01117	ASV01118	ASV01120	ASV01124	ASV01125	ASV01127	ASV01131	ASV01133	ASV01134	ASV01135	ASV01140	ASV01142	ASV01144	ASV01147	ASV01150	ASV01151	ASV01153	ASV01155	ASV01161	ASV01165	ASV01166	ASV01167	ASV01168	ASV01169	ASV01173	ASV01176	ASV01179	ASV01181	ASV01182	ASV01185	ASV01188	ASV01189	ASV01190	ASV01193	ASV01194	ASV01200	ASV01202	ASV01205	ASV01209	ASV01210	ASV01211	ASV01212	ASV01215	ASV01216	ASV01219	ASV01220	ASV01225	ASV01228	ASV01229	ASV01230	ASV01232	ASV01236	ASV01237	ASV01240	ASV01241	ASV01242	ASV01243	ASV01244	ASV01246	ASV01247	ASV01251	ASV01252	ASV01255	ASV01256	ASV01258	ASV01259	ASV01260	ASV01261	ASV01263	ASV01264	ASV01266	ASV01267	ASV01269	ASV01271	ASV01277	ASV01280	ASV01281	ASV01282	ASV01284	ASV01285	ASV01293	ASV01297	ASV01299	ASV01302	ASV01306	ASV01307	ASV01308	ASV01309	ASV01311	ASV01312	ASV01314	ASV01315	ASV01316	ASV01319	ASV01323	ASV01324	ASV01325	ASV01332	ASV01333	ASV01334	ASV01335	ASV01338	ASV01340	ASV01342	ASV01343	ASV01346	ASV01348	ASV01349	ASV01351	ASV01352	ASV01354	ASV01362	ASV01365	ASV01366	ASV01367	ASV01368	ASV01370	ASV01372	ASV01377	ASV01378	ASV01379	ASV01384	ASV01386	ASV01388	ASV01389	ASV01390	ASV01391	ASV01393	ASV01394	ASV01395	ASV01396	ASV01401	ASV01404	ASV01408	ASV01413	ASV01414	ASV01415	ASV01420	ASV01423	ASV01425	ASV01426	ASV01427	ASV01428	ASV01430	ASV01432	ASV01433	ASV01434	ASV01437	ASV01439	ASV01440	ASV01441	ASV01442	ASV01443	ASV01445	ASV01446	ASV01448	ASV01450	ASV01452	ASV01455	ASV01458	ASV01459	ASV01460	ASV01463	ASV01468	ASV01470	ASV01473	ASV01474	ASV01476	ASV01477	ASV01478	ASV01479	ASV01480	ASV01481	ASV01485	ASV01486	ASV01487	ASV01489	ASV01490	ASV01491	ASV01497	ASV01498	ASV01500	ASV01501	ASV01502	ASV01503	ASV01504	ASV01505	ASV01506	ASV01507	ASV01508	ASV01509	ASV01510	ASV01512	ASV01515	ASV01517	ASV01519	ASV01520	ASV01523	ASV01525	ASV01527	ASV01529	ASV01530	ASV01531	ASV01537	ASV01539	ASV01540	ASV01543	ASV01546	ASV01547	ASV01548	ASV01551	ASV01552	ASV01554	ASV01555	ASV01556	ASV01557	ASV01558	ASV01561	ASV01562	ASV01569	ASV01570	ASV01571	ASV01572	ASV01573	ASV01574	ASV01575	ASV01578	ASV01583	ASV01587	ASV01588	ASV01591	ASV01592	ASV01594	ASV01599	ASV01601	ASV01606	ASV01608	ASV01614	ASV01615	ASV01616	ASV01619	ASV01620	ASV01624	ASV01625	ASV01626	ASV01632	ASV01641	ASV01643	ASV01645	ASV01647	ASV01648	ASV01649	ASV01650	ASV01653	ASV01656	ASV01657	ASV01660	ASV01661	ASV01663	ASV01670	ASV01680	ASV01682	ASV01683	ASV01684	ASV01685	ASV01687	ASV01692	ASV01695	ASV01696	ASV01697	ASV01699	ASV01703	ASV01706	ASV01707	ASV01709	ASV01712	ASV01715	ASV01716	ASV01718	ASV01721	ASV01723	ASV01724	ASV01726	ASV01727	ASV01732	ASV01734	ASV01737	ASV01738	ASV01739	ASV01741	ASV01744	ASV01749	ASV01752	ASV01753	ASV01754	ASV01756	ASV01757	ASV01758	ASV01763	ASV01768	ASV01771	ASV01776	ASV01779	ASV01784	ASV01785	ASV01786	ASV01788	ASV01791	ASV01794	ASV01795	ASV01797	ASV01799	ASV01802	ASV01804	ASV01805	ASV01806	ASV01807	ASV01810	ASV01811	ASV01814	ASV01820	ASV01821	ASV01826	ASV01828	ASV01831	ASV01838	ASV01841	ASV01843	ASV01844	ASV01845	ASV01847	ASV01850	ASV01853	ASV01854	ASV01855	ASV01856	ASV01857	ASV01858	ASV01859	ASV01865	ASV01868	ASV01870	ASV01872	ASV01878	ASV01882	ASV01885	ASV01886	ASV01888	ASV01889	ASV01890	ASV01892	ASV01894	ASV01896	ASV01901	ASV01902	ASV01903	ASV01907	ASV01919	ASV01920	ASV01921	ASV01923	ASV01929	ASV01934	ASV01939	ASV01944	ASV01945	ASV01946	ASV01950	ASV01952	ASV01953	ASV01956	ASV01958	ASV01962	ASV01965	ASV01966	ASV01967	ASV01970	ASV01972	ASV01973	ASV01977	ASV01979	ASV01980	ASV01982	ASV01983	ASV01985	ASV01990	ASV01991	ASV01993	ASV01994	ASV01997	ASV01998	ASV02002	ASV02007	ASV02008	ASV02013	ASV02014	ASV02015	ASV02016	ASV02017	ASV02022	ASV02026	ASV02027	ASV02028	ASV02029	ASV02031	ASV02035	ASV02037	ASV02038	ASV02043	ASV02048	ASV02049	ASV02051	ASV02053	ASV02055	ASV02058	ASV02061	ASV02067	ASV02070	ASV02071	ASV02073	ASV02082	ASV02085	ASV02087	ASV02089	ASV02090	ASV02097	ASV02100	ASV02101	ASV02107	ASV02108	ASV02113	ASV02114	ASV02117	ASV02119	ASV02121	ASV02127	ASV02128	ASV02130	ASV02134	ASV02136	ASV02137	ASV02140	ASV02143	ASV02146	ASV02147	ASV02148	ASV02149	ASV02151	ASV02153	ASV02156	ASV02158	ASV02168	ASV02172	ASV02173	ASV02184	ASV02186	ASV02189	ASV02191	ASV02196	ASV02198	ASV02199	ASV02200	ASV02203	ASV02206	ASV02208	ASV02211	ASV02214	ASV02221	ASV02224	ASV02228	ASV02229	ASV02230	ASV02231	ASV02233	ASV02235	ASV02240	ASV02241	ASV02243	ASV02244	ASV02245	ASV02252	ASV02256	ASV02260	ASV02262	ASV02264	ASV02266	ASV02267	ASV02271	ASV02274	ASV02275	ASV02284	ASV02288	ASV02289	ASV02290	ASV02293	ASV02294	ASV02296	ASV02301	ASV02304	ASV02306	ASV02307	ASV02310	ASV02314	ASV02315	ASV02317	ASV02318	ASV02325	ASV02328	ASV02329	ASV02343	ASV02345	ASV02353	ASV02359	ASV02360	ASV02362	ASV02372	ASV02377	ASV02384	ASV02386	ASV02397	ASV02398	ASV02400	ASV02402	ASV02408	ASV02409	ASV02411	ASV02415	ASV02416	ASV02418	ASV02422	ASV02432	ASV02433	ASV02438	ASV02446	ASV02461	ASV02462	ASV02465	ASV02474	ASV02476	ASV02481	ASV02483	ASV02484	ASV02485	ASV02487	ASV02492	ASV02496	ASV02502	ASV02503	ASV02508	ASV02515	ASV02517	ASV02519	ASV02524	ASV02526	ASV02527	ASV02531	ASV02532	ASV02533	ASV02536	ASV02545	ASV02550	ASV02552	ASV02553	ASV02564	ASV02581	ASV02585	ASV02590	ASV02591	ASV02592	ASV02597	ASV02598	ASV02610	ASV02614	ASV02623	ASV02624	ASV02625	ASV02630	ASV02634	ASV02638	ASV02659	ASV02661	ASV02668	ASV02676	ASV02693	ASV02698	ASV02709	ASV02713	ASV02716	ASV02717	ASV02718	ASV02731	ASV02735	ASV02736	ASV02738	ASV02739	ASV02741	ASV02750	ASV02759	ASV02760	ASV02782	ASV02784	ASV02795	ASV02797	ASV02799	ASV02800	ASV02808	ASV02815	ASV02817	ASV02827	ASV02853	ASV02861	ASV02871	ASV02876	ASV02877	ASV02885	ASV02893	ASV02908	ASV02909	ASV02910	ASV02914	ASV02917	ASV02931	ASV02932	ASV02944	ASV02947	ASV02953	ASV02956	ASV02981	ASV02984	ASV02989	ASV02992	ASV02993	ASV03003	ASV03008	ASV03011	ASV03012	ASV03017	ASV03018	ASV03020	ASV03021	ASV03030	ASV03035	ASV03036	ASV03038	ASV03057	ASV03061	ASV03064	ASV03081	ASV03090	ASV03110	ASV03115	ASV03116	ASV03125	ASV03148	ASV03157	ASV03158	ASV03165	ASV03168	ASV03175	ASV03184	ASV03187	ASV03189	ASV03196	ASV03207	ASV03211	ASV03227	ASV03245	ASV03250	ASV03258	ASV03261	ASV03272	ASV03279
DGAW1.1	5	0	0	0	3	13	0	1940	0	2	28	0	2	0	0	0	0	2	3	0	0	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	395	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	189	0	0	54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	44	80	0	0	21	0	0	9	2	0	17	0	35	0	27	0	8	0	0	0	0	0	40	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	73	0	20	0	0	0	0	2	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	2	0	0	0	0	0	0	0	0	0	7	24	28	0	0	7	0	0	1	0	0	20	0	0	0	0	4	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	27	1	0	0	3	0	0	40	0	0	0	0	0	0	0	12	0	0	0	0	0	1	29	0	0	0	0	0	1	2	10	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	5	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	6	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGAW1.2	11	0	0	2	7	3	0	4	0	2843	5	1	3	0	0	2	0	3	0	0	1	8	0	0	0	1	2	0	0	0	2	8	1	3	0	0	0	0	0	1	0	0	2	0	10	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	14	5	0	0	50	0	0	24	0	0	20	0	52	0	48	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	45	0	0	0	0	0	0	0	0	0	0	21	0	35	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
